"header","class","mechanism","group","NPB_F18_1_E6_S66","NPB_F15_2_B2_S76","NPB_F12_2_F9_S40","NPB_F7_9_A12_S34","NPB_F13_6_F11_S56","NPB_F1_9_A3_S9","NPB_F13_3_C11_S53","NPB_F17_12_D6_S65","NPB_F13_8_H11_S58","NPB_F9_6_F5_S8","NPB_F15_6_F2_S80","NPB_F10_11_G7_S25","NPB_F18_4_H6_S69","NPB_F12_7_C10_S45","NPB_F14_8_D1_S70","NPB_F7_2_B11_S27","NPB_F2_12_H4_S24","NPB_F6_3_G9_S16","NPB_F9_10_B6_S12","NPB_F11_2_B8_S28","NPB_F13_4_D11_S54","NPB_F18_6_B7_S71","NPB_F2_6_B4_S18","NPB_F14_4_H12_S66","NPB_F2_11_G4_S23","NPB_F1_2_B2_S2","NPB_F14_10_F1_S72","NPB_F17_3_C5_S56","NPB_F7_11_C12_S36","NPB_F16_7_C4_S48","NPB_F9_2_B5_S4","NPB_F12_6_B10_S44","NPB_F5_3_C8_S4","NPB_F13_1_A11_S51","NPB_F6_11_G10_S24","NPB_F8_2_F12_S39","NPB_F16_3_G3_S89","NPB_F9_5_E5_S7","NPB_F15_8_H2_S82","NPB_F15_12_D3_S86","NPB_F6_7_C10_S20","NPB_F11_8_H8_S34","NPB_F4_7_C7_S43","NPB_F17_7_G5_S60","NPB_F14_6_B1_S68","NPB_F8_5_A4_S42","NPB_F13_12_D12_S62","NPB_F16_12_H4_S53","NPB_F8_10_F4_S47","NPB_F1_7_G2_S7","NPB_F9_7_G5_S9","NPB_F16_4_H3_S90","NPB_F8_11_G4_S1","NPB_F7_4_D11_S29","NPB_F12_12_H10_S50","NPB_F13_7_G11_S57","NPB_F17_2_B5_S55","NPB_F15_10_B3_S84","NPB_F12_10_F10_S48","NPB_F3_10_B6_S34","NPB_F2_4_H3_S16","NPB_F13_2_B11_S52","NPB_F14_3_G12_S65","NPB_F10_6_B7_S20","NPB_F2_9_E4_S21","NPB_F1_12_D3_S12","NPB_F16_5_A4_S91","NPB_F5_1_A8_S2","NPB_F15_5_E2_S79","NPB_F8_12_H4_S2","NPB_F8_6_B4_S43","NPB_F9_12_D6_S14","NPB_F15_11_C3_S85","NPB_F5_2_B8_S3","NPB_F10_3_G6_S17","NPB_F3_8_H5_S32","NPB_F4_11_G7_S47","NPB_F8_8_D4_S45","NPB_F8_3_G12_S40","NPB_F10_7_C7_S21","NPB_F5_10_B9_S11","NPB_F13_11_C12_S61","NPB_F5_9_A9_S10","NPB_F2_1_E3_S13","NPB_F4_2_F6_S38","NPB_F9_11_C6_S13","NPB_F5_4_D8_S5","NPB_F4_6_B7_S42","NPB_F8_1_E12_S38","NPB_F6_9_E10_S22","NPB_F11_1_A8_S27","NPB_F6_2_F9_S15","NPB_F3_1_A5_S25","NPB_F6_6_B10_S19","NPB_F4_12_H7_S1","NPB_F17_1_A5_S54","NPB_F1_3_C2_S3","NPB_F10_10_F7_S24","NPB_F12_4_H9_S42","NPB_F13_9_A12_S59","NPB_F12_8_D10_S46","NPB_F3_5_E5_S29","NPB_F17_10_B6_S63","NPB_F1_8_H2_S8","NPB_F2_8_D4_S20","NPB_F15_4_D2_S78","NPB_F1_4_D2_S4","NPB_F11_10_B9_S36","NPB_F6_12_H10_S25","NPB_F15_1_A2_S75","NPB_F2_7_C4_S19","NPB_F14_2_F12_S64","NPB_F2_10_F4_S22","NPB_F8_7_C4_S44","NPB_F1_10_B3_S10","NPB_F4_1_E6_S37","NPB_F17_9_A6_S62","NPB_F4_3_G6_S39","NPB_F16_6_B4_S92","NPB_F3_2_B5_S26","NPB_F18_9_E7_S74","NPB_F14_12_H1_S74","NPB_F11_12_D9_S38","NPB_F15_3_C2_S77","NPB_F10_9_E7_S23","NPB_F11_5_E8_S31","NPB_F13_5_E11_S55","NPB_F3_7_G5_S31","NPB_F18_11_G7_S76","NPB_F6_5_A10_S18","NPB_F17_11_C6_S64","NPB_F14_9_E1_S71","NPB_F15_7_G2_S81","NPB_F3_4_D5_S28","NPB_F12_1_E9_S39","NPB_F10_8_D7_S22","NPB_F12_11_G10_S49","NPB_F16_10_F4_S51","NPB_F16_2_F3_S88","NPB_F7_10_B12_S35","NPB_F7_1_A11_S26","NPB_F11_4_D8_S30","NPB_F9_1_A5_S3","NPB_F11_6_F8_S32","NPB_F2_3_G3_S15","NPB_F14_5_A1_S67","NPB_F6_10_F10_S23","NPB_F4_5_A7_S41","NPB_F18_7_C7_S72","NPB_F1_5_E2_S5","NPB_F18_8_D7_S73","NPB_F3_11_C6_S35","NPB_F1_1_A2_S1","NPB_F10_12_H7_S26","NPB_F7_6_F11_S31","NPB_F17_4_D5_S57","NPB_F14_1_E12_S63","NPB_F5_6_F8_S7","NPB_F11_11_C9_S37","NPB_F3_6_F5_S30","NPB_F14_11_G1_S73","NPB_F4_8_D7_S44","NPB_F10_1_E6_S15","NPB_F2_2_F3_S14","NPB_F17_8_H5_S61","NPB_F16_8_D4_S49","NPB_F12_5_A10_S43","NPB_F7_7_G11_S32","NPB_F11_9_A9_S35","NPB_F5_7_G8_S8","NPB_F4_9_E7_S45","NPB_F12_3_G9_S41","NPB_F8_9_E4_S46","NPB_F4_4_H6_S40","NPB_F18_10_F7_S75","NPB_F18_3_G6_S68","NPB_F17_5_E5_S58","NPB_F9_9_A6_S11","NPB_F1_6_F2_S6","NPB_F10_5_A7_S19","NPB_F6_8_D10_S21","NPB_F8_4_H12_S41","NPB_F6_4_H9_S17","NPB_F16_9_E4_S50","NPB_F16_11_G4_S52","NPB_F3_12_D6_S36","NPB_F5_5_E8_S6","NPB_F15_9_A3_S83","NPB_F5_12_D9_S13","NPB_F12_9_E10_S47","NPB_F3_3_C5_S27","NPB_F6_1_E9_S14","NPB_F18_5_A7_S70","NPB_F14_7_C1_S69","NPB_F9_3_C5_S5","NPB_F4_10_F7_S46","NPB_F3_9_A6_S33","NPB_F11_3_C8_S29","NPB_F10_2_F6_S16","NPB_F7_3_C11_S28","NPB_F18_12_H7_S77","NPB_F2_5_A4_S17","NPB_F7_12_D12_S37","NPB_F5_8_H8_S9","NPB_F11_7_G8_S33","NPB_F13_10_B12_S60","NPB_F9_8_H5_S10","NPB_F18_2_F6_S67","NPB_F1_11_C3_S11","NPB_F7_8_H11_S33","NPB_F17_6_F5_S59","NPB_F9_4_D5_S6","NPB_F5_11_C9_S12","NPB_F16_1_E3_S87","NPB_F7_5_E11_S30","NPB_F10_4_H6_S18"
"MEG_6084|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSB","Multi-drug resistance","Multi-drug MFS efflux pumps","ROSB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS","Multi-biocide resistance","Multi-biocide resistance regulator","RPOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS","Multi-biocide resistance","Multi-biocide resistance regulator","RPOS",771,46,0,0,0,0,0,45,0,40,0,0,955,0,0,0,0,0,42,0,0,347,120,0,82,0,0,594,0,167,0,16,0,0,0,0,622,79,0,0,0,0,0,0,0,0,0,481,29,26,34,436,0,0,0,0,598,31,0,20,0,0,0,0,0,16,191,0,0,0,106,0,0,0,0,0,0,63,39,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,413,70,0,0,0,0,112,50,135,54,0,70,0,0,0,31,0,0,0,58,69,436,0,378,0,0,0,0,33,0,0,47,0,304,0,293,26,148,62,0,0,0,1322,198,0,0,0,0,0,0,0,0,0,166,0,357,0,24,0,0,107,68,0,0,103,0,0,0,59,102,0,0,0,0,0,18,0,0,0,1180,71,165,0,2562,0,0,0,0,763,311,172,0,0,0,52,96,0,522,0,0,0,48,0,0,34,0,218,0,0,0,0,0,359,0,0,545,0,0,427,0,0
"MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",653,0,0,0,0,0,0,113,0,0,0,0,847,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,367,0,0,0,0,0,0,126,0,0,0,0,0,0,207,0,0,0,226,0,0,0,256,0,0,0,0,193,0,0,0,0,0,0,0,0,0,137,0,0,0,82,0,47,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,113,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,169,0,113,0,0,0,0,48,70,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,126,216,0,0,0,0,0,0,0,229,68,0,0,0,0,0,0,460,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,196,0,0,163,0,0
"MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",25,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",24,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",40,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",394,785,1067,1032,675,892,769,210,513,1179,956,1065,505,1521,730,1384,506,912,1359,1172,612,1268,1108,868,1766,1559,579,684,968,802,1378,1469,1511,407,1314,20,700,1513,579,861,824,840,1208,914,1284,1561,723,537,1404,986,1044,963,1689,1197,1395,743,782,1091,1507,1558,1863,530,766,1286,1216,1201,756,1136,750,1322,989,1568,1080,2064,939,1375,1532,1265,883,1023,2620,1180,2188,2333,1132,1310,1160,1303,1955,971,1037,739,905,2561,816,459,2460,766,668,668,1082,880,724,1857,997,682,1912,1109,1260,706,1323,1040,1148,1268,1566,799,478,823,954,936,919,745,930,1181,778,1228,646,1154,1401,1204,1018,822,627,784,923,962,1332,715,504,754,859,727,1373,1290,966,938,1166,1066,463,2652,870,954,1728,719,1746,506,914,777,1033,929,796,1185,886,1159,578,1528,1168,998,512,492,1083,1198,1330,1101,1178,1662,845,1222,1999,1082,955,99,1024,877,1009,824,1135,692,1344,632,865,879,554,562,1323,1053,1440,973,0,1143,0,620,1152,1771,1097,500,409,566,1215,929,607,769,2308,1148,1225,818
"MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",61,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT","Nucleosides","Streptothricin acetyltransferase","SAT",293,563,664,660,473,648,456,147,346,852,607,618,337,1027,519,888,359,593,1009,867,439,930,700,647,1188,1096,420,419,640,511,944,1047,1142,264,922,12,464,1005,435,631,555,553,749,649,901,1148,567,413,1094,726,702,697,1286,786,1018,422,495,754,986,1100,1220,395,442,775,725,881,533,833,609,1087,774,1078,708,1752,661,1002,950,945,663,720,2283,722,1864,1528,767,846,784,797,1412,634,726,425,721,1656,601,310,1541,550,505,485,745,606,468,1234,689,457,1319,771,917,499,850,737,827,961,1095,537,277,539,815,659,564,547,652,857,542,846,498,796,1043,937,709,539,421,624,722,595,1002,489,368,481,608,543,945,837,746,682,793,675,331,1893,567,639,1164,552,1198,268,661,502,658,712,528,726,540,837,411,1049,816,690,376,424,727,814,1080,775,907,1102,556,799,1287,777,684,76,641,522,652,475,856,471,1067,507,653,663,365,410,849,803,1044,634,0,759,0,426,781,1675,682,327,290,363,857,591,353,560,1765,846,894,529
"MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA","Multi-metal resistance","Multi-metal RND efflux pumps","SILA",0,0,185,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,289,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,171,0,0,292,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,202,0,0,154,0,508,0,323,209,0,173,0,0,0,147,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,119,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,119,300,0,0,324,0,0,0,232,0,0,0,0,0,0,0,0,0,0,340,0,0,0,11271,0,0,0,0,1592,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,164,0,0,155,0,0
"MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB","Multi-metal resistance","Multi-metal RND efflux pumps","SILB",0,0,77,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,160,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,75,58,0,118,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,125,0,0,0,0,148,0,129,40,0,108,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,38,0,0,0,0,59,0,0,0,0,98,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,178,0,0,0,125,0,0,148,0,0,0,78,0,0,0,0,0,0,0,0,0,0,92,0,0,0,5331,0,0,0,0,731,0,342,0,0,0,48,0,0,0,0,0,0,85,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC","Multi-metal resistance","Multi-metal RND efflux pumps","SILC",0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,74,0,38,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,76,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,56,0,0,0,0,155,0,103,54,0,37,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0,109,0,0,119,0,0,0,68,0,0,0,0,0,0,0,0,0,0,75,0,0,0,4209,0,0,0,0,676,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,45,0,0,0,0,0
"MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC","Multi-metal resistance","Multi-metal RND efflux pumps","SILC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE","Multi-metal resistance","Multi-metal RND efflux pumps","SILE",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,11,0,9,0,0,0,13,6,0,0,0,0,0,0,15,0,0,0,0,0,0,20,0,19,12,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,31,0,0,25,0,37,0,44,12,0,13,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,25,0,37,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0,0,6,50,0,0,58,0,0,0,19,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1764,0,0,0,0,237,0,104,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,108,0,0,0,0,0,0,0,0,17,0,0,16,0,0
"MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF","Multi-metal resistance","Multi-metal RND efflux pumps","SILF",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,6,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,25,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,21,0,0,0,0,27,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,27,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1098,0,0,0,0,140,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF","Multi-metal resistance","Multi-metal RND efflux pumps","SILF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,402,0,0,0,0,53,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP","Multi-metal resistance","Multi-metal RND efflux pumps","SILP",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,45,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,31,26,0,73,0,0,0,39,61,0,0,0,0,0,0,0,0,28,0,0,0,0,98,0,0,0,0,0,0,36,20,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,61,0,0,35,0,123,0,65,41,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,33,0,0,46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,46,0,0,20,50,0,0,82,0,0,0,41,0,0,0,0,0,0,0,0,0,0,53,0,0,0,2444,0,0,0,0,360,0,166,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,53,0,0,44,0,0
"MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP","Multi-metal resistance","Multi-metal RND efflux pumps","SILP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,260,0,127,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,112,167,0,290,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,222,0,0,0,0,448,0,293,198,0,134,0,0,0,100,0,0,149,0,0,0,0,0,0,0,0,0,134,0,0,0,0,284,0,0,125,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,82,0,0,107,193,0,0,377,0,0,0,193,0,0,0,0,0,0,0,0,0,0,261,0,0,0,10139,0,0,0,0,1565,0,444,0,74,0,0,0,0,0,0,0,0,189,0,0,0,0,670,0,0,0,0,0,0,0,0,107,0,0,139,0,0
"MEG_6508|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR","Multi-metal resistance","Multi-metal RND efflux regulator","SILR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
